"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3034#1","3034","plate","Plate 2 x 8","3710#1","3710","plate","Plate 1 x 4","touch"
"3034#1","3034","plate","Plate 2 x 8","3022#1","3022","plate","Plate 2 x 2","touch"
"3034#1","3034","plate","Plate 2 x 8","3710#2","3710","plate","Plate 1 x 4","touch"
"3034#1","3034","plate","Plate 2 x 8","3024#1","3024","plate","Plate 1 x 1","touch"
"3034#1","3034","plate","Plate 2 x 8","3024#2","3024","plate","Plate 1 x 1","touch"
"3034#1","3034","plate","Plate 2 x 8","3004#1","3004","brick","Brick 1 x 2","stack"
"3034#1","3034","plate","Plate 2 x 8","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","touch"
"3034#1","3034","plate","Plate 2 x 8","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","touch"
"4211#1","4211","wheel","Vehicle Base 4 x 5 with Wheel Arches, 2 x 2 Opening","3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","touch"
"4211#1","4211","wheel","Vehicle Base 4 x 5 with Wheel Arches, 2 x 2 Opening","4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"4211#1","4211","wheel","Vehicle Base 4 x 5 with Wheel Arches, 2 x 2 Opening","4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"4211#1","4211","wheel","Vehicle Base 4 x 5 with Wheel Arches, 2 x 2 Opening","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","tyre-hub"
"4211#1","4211","wheel","Vehicle Base 4 x 5 with Wheel Arches, 2 x 2 Opening","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"4211#1","4211","wheel","Vehicle Base 4 x 5 with Wheel Arches, 2 x 2 Opening","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3710#1","3710","plate","Plate 1 x 4","3022#1","3022","plate","Plate 2 x 2","touch"
"3710#1","3710","plate","Plate 1 x 4","3004#1","3004","brick","Brick 1 x 2","stack"
"3710#1","3710","plate","Plate 1 x 4","3024#5","3024","plate","Plate 1 x 1","touch"
"3710#1","3710","plate","Plate 1 x 4","3024#6","3024","plate","Plate 1 x 1","touch"
"3710#1","3710","plate","Plate 1 x 4","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","touch"
"3022#1","3022","plate","Plate 2 x 2","3004#1","3004","brick","Brick 1 x 2","stack"
"3022#1","3022","plate","Plate 2 x 2","122c01#2","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","touch"
"3710#2","3710","plate","Plate 1 x 4","3024#1","3024","plate","Plate 1 x 1","touch"
"3710#2","3710","plate","Plate 1 x 4","3024#2","3024","plate","Plate 1 x 1","touch"
"3710#2","3710","plate","Plate 1 x 4","3004p06#1","3004p06","brick","Brick 1 x 2","stack"
"3710#2","3710","plate","Plate 1 x 4","4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","stack"
"3710#2","3710","plate","Plate 1 x 4","4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","stack"
"3710#2","3710","plate","Plate 1 x 4","3024#3","3024","plate","Plate 1 x 1","touch"
"3710#2","3710","plate","Plate 1 x 4","3024#4","3024","plate","Plate 1 x 1","touch"
"3710#2","3710","plate","Plate 1 x 4","3822#1","3822","panel","Door 1 x 3 x 1 Left","stack"
"3710#2","3710","plate","Plate 1 x 4","3821#1","3821","panel","Door 1 x 3 x 1 Right","stack"
"3710#2","3710","plate","Plate 1 x 4","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3024#1","3024","plate","Plate 1 x 1","3004#1","3004","brick","Brick 1 x 2","touch"
"3024#1","3024","plate","Plate 1 x 1","3821#1","3821","panel","Door 1 x 3 x 1 Right","stack"
"3024#1","3024","plate","Plate 1 x 1","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3024#2","3024","plate","Plate 1 x 1","3004#1","3004","brick","Brick 1 x 2","touch"
"3024#2","3024","plate","Plate 1 x 1","3822#1","3822","panel","Door 1 x 3 x 1 Left","stack"
"3024#2","3024","plate","Plate 1 x 1","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","stack"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","122c01#1","122c01","wheel_holder","Plate Special 2 x 2 with Wheels Red","tyre-hub"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3829c01#1","3829c01","wheel","Steering Stand 1 x 2 with Black Steering Wheel","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3004#1","3004","brick","Brick 1 x 2","3822#1","3822","panel","Door 1 x 3 x 1 Left","touch"
